"WeekEndingDate","Country","HBT","TreatmentLocation","DepartmentType","NumberOfAttendancesEpisode","NumberWithin4HoursEpisode","NumberOver4HoursEpisode","PercentageWithin4HoursEpisode","NumberOver8HoursEpisode","PercentageOver8HoursEpisode","NumberOver12HoursEpisode","PercentageOver12HoursEpisode"
"20160207","S92000003","S08000020","N411H","Emergency Department",439,416,23,94.8,0,0,0,0
"20160207","S92000003","S08000020","N121H","Emergency Department",301,298,3,99,0,0,0,0
"20160207","S92000003","S08000031","G107H","Emergency Department",1758,1499,259,85.3,11,0.6,0,0
"20160207","S92000003","S08000031","C313H","Emergency Department",595,570,25,95.8,0,0,0,0
"20160207","S92000003","S08000031","G405H","Emergency Department",1712,1502,210,87.7,9,0.5,0,0
"20160207","S92000003","S08000031","C418H","Emergency Department",1255,1117,138,89,9,0.7,0,0
"20160207","S92000003","S08000031","G513H","Emergency Department",1161,1155,6,99.5,0,0,0,0
"20160207","S92000003","S08000022","H212H","Emergency Department",126,122,4,96.8,1,0.8,0,0
"20160207","S92000003","S08000022","H103H","Emergency Department",120,113,7,94.2,0,0,0,0
"20160207","S92000003","S08000022","C121H","Emergency Department",110,110,0,100,0,0,0,0
"20160207","S92000003","S08000022","H202H","Emergency Department",582,527,55,90.5,9,1.5,1,0.2
"20160207","S92000003","S08000032","L302H","Emergency Department",1199,1060,139,88.4,42,3.5,18,1.5
"20160207","S92000003","S08000032","L106H","Emergency Department",1240,1122,118,90.5,6,0.5,0,0
"20160207","S92000003","S08000032","L308H","Emergency Department",1203,1027,176,85.4,22,1.8,4,0.3
"20160207","S92000003","S08000024","S319H","Emergency Department",970,955,15,98.5,0,0,0,0
"20160207","S92000003","S08000024","S314H","Emergency Department",2370,2044,326,86.2,82,3.5,12,0.5
"20160207","S92000003","S08000024","S308H","Emergency Department",1042,889,153,85.3,15,1.4,4,0.4
"20160207","S92000003","S08000025","R103H","Emergency Department",87,86,1,98.9,0,0,0,0
"20160207","S92000003","S08000026","Z102H","Emergency Department",148,143,5,96.6,0,0,0,0
"20160207","S92000003","S08000030","T101H","Emergency Department",909,896,13,98.6,0,0,0,0
"20160207","S92000003","S08000030","T202H","Emergency Department",443,440,3,99.3,0,0,0,0
"20160207","S92000003","S08000028","W107H","Emergency Department",97,96,1,99,0,0,0,0
"20160214","S92000003","S08000015","A210H","Emergency Department",823,679,144,82.5,34,4.1,10,1.2
"20160214","S92000003","S08000015","A111H","Emergency Department",1450,1239,211,85.4,33,2.3,13,0.9
"20160214","S92000003","S08000016","B120H","Emergency Department",492,456,36,92.7,0,0,0,0
"20160214","S92000003","S08000017","Y146H","Emergency Department",648,606,42,93.5,1,0.2,0,0
"20160214","S92000003","S08000017","Y144H","Emergency Department",222,217,5,97.7,1,0.5,0,0
"20160214","S92000003","S08000029","F704H","Emergency Department",1124,1054,70,93.8,14,1.2,1,0.1
"20160214","S92000003","S08000019","V217H","Emergency Department",1184,1091,93,92.1,8,0.7,0,0
"20160214","S92000003","S08000020","N101H","Emergency Department",1143,1070,73,93.6,0,0,0,0
"20160214","S92000003","S08000020","N411H","Emergency Department",452,426,26,94.2,2,0.4,0,0
"20160214","S92000003","S08000020","N121H","Emergency Department",313,311,2,99.4,0,0,0,0
"20160214","S92000003","S08000031","G107H","Emergency Department",1772,1530,242,86.3,3,0.2,0,0
"20160214","S92000003","S08000031","C313H","Emergency Department",666,636,30,95.5,1,0.2,0,0
"20160214","S92000003","S08000031","G405H","Emergency Department",1785,1446,339,81,51,2.9,0,0
"20160214","S92000003","S08000031","C418H","Emergency Department",1251,1109,142,88.6,12,1,0,0
"20160214","S92000003","S08000031","G513H","Emergency Department",1103,1101,2,99.8,0,0,0,0
"20160214","S92000003","S08000022","H212H","Emergency Department",154,151,3,98.1,0,0,0,0
"20160214","S92000003","S08000022","H103H","Emergency Department",122,117,5,95.9,0,0,0,0
"20160214","S92000003","S08000022","C121H","Emergency Department",131,129,2,98.5,0,0,0,0
"20160214","S92000003","S08000022","H202H","Emergency Department",620,581,39,93.7,1,0.2,0,0
"20160214","S92000003","S08000032","L302H","Emergency Department",1195,1115,80,93.3,7,0.6,0,0
"20160214","S92000003","S08000032","L106H","Emergency Department",1257,1197,60,95.2,3,0.2,0,0
"20160214","S92000003","S08000032","L308H","Emergency Department",1205,1075,130,89.2,7,0.6,0,0
"20160214","S92000003","S08000024","S319H","Emergency Department",945,921,24,97.5,2,0.2,0,0
"20160214","S92000003","S08000024","S314H","Emergency Department",2309,1856,453,80.4,122,5.3,40,1.7
"20160214","S92000003","S08000024","S308H","Emergency Department",998,846,152,84.8,16,1.6,0,0
"20160214","S92000003","S08000025","R103H","Emergency Department",101,99,2,98,0,0,0,0
"20160214","S92000003","S08000026","Z102H","Emergency Department",160,139,21,86.9,1,0.6,0,0
"20160214","S92000003","S08000030","T101H","Emergency Department",870,850,20,97.7,0,0,0,0
"20160214","S92000003","S08000030","T202H","Emergency Department",497,486,11,97.8,2,0.4,0,0
"20160214","S92000003","S08000028","W107H","Emergency Department",114,113,1,99.1,0,0,0,0
"20160221","S92000003","S08000015","A210H","Emergency Department",835,773,62,92.6,12,1.4,6,0.7
"20160221","S92000003","S08000015","A111H","Emergency Department",1485,1363,122,91.8,11,0.7,4,0.3
"20160221","S92000003","S08000016","B120H","Emergency Department",449,432,17,96.2,0,0,0,0
"20160221","S92000003","S08000017","Y146H","Emergency Department",667,650,17,97.5,0,0,0,0
"20160221","S92000003","S08000017","Y144H","Emergency Department",187,183,4,97.9,0,0,0,0
"20160221","S92000003","S08000029","F704H","Emergency Department",1173,1112,61,94.8,3,0.3,0,0
"20160221","S92000003","S08000019","V217H","Emergency Department",1184,1112,72,93.9,1,0.1,0,0
"20160221","S92000003","S08000020","N101H","Emergency Department",1106,1053,53,95.2,0,0,0,0
"20160221","S92000003","S08000020","N411H","Emergency Department",477,454,23,95.2,0,0,0,0
"20160221","S92000003","S08000020","N121H","Emergency Department",260,258,2,99.2,0,0,0,0
"20160221","S92000003","S08000031","G107H","Emergency Department",1743,1582,161,90.8,1,0.1,0,0
"20160221","S92000003","S08000031","C313H","Emergency Department",593,568,25,95.8,1,0.2,0,0
"20160221","S92000003","S08000031","G405H","Emergency Department",1671,1549,122,92.7,1,0.1,0,0
"20160221","S92000003","S08000031","C418H","Emergency Department",1271,1185,86,93.2,4,0.3,0,0
"20160221","S92000003","S08000031","G513H","Emergency Department",1101,1099,2,99.8,0,0,0,0
"20160221","S92000003","S08000022","H212H","Emergency Department",159,153,6,96.2,1,0.6,0,0
"20160221","S92000003","S08000022","H103H","Emergency Department",149,137,12,91.9,1,0.7,0,0
"20160221","S92000003","S08000022","C121H","Emergency Department",137,136,1,99.3,0,0,0,0
"20160221","S92000003","S08000022","H202H","Emergency Department",603,574,29,95.2,1,0.2,0,0
"20160221","S92000003","S08000032","L302H","Emergency Department",1171,1131,40,96.6,0,0,0,0
"20160221","S92000003","S08000032","L106H","Emergency Department",1218,1152,66,94.6,2,0.2,0,0
"20160221","S92000003","S08000032","L308H","Emergency Department",1199,1129,70,94.2,3,0.3,0,0
"20160221","S92000003","S08000024","S319H","Emergency Department",874,848,26,97,0,0,0,0
"20160221","S92000003","S08000024","S314H","Emergency Department",2229,1908,321,85.6,62,2.8,11,0.5
"20160221","S92000003","S08000024","S308H","Emergency Department",1044,909,135,87.1,8,0.8,0,0
"20160221","S92000003","S08000025","R103H","Emergency Department",111,111,0,100,0,0,0,0
"20160221","S92000003","S08000026","Z102H","Emergency Department",125,122,3,97.6,0,0,0,0
"20160221","S92000003","S08000030","T101H","Emergency Department",917,908,9,99,0,0,0,0
"20160221","S92000003","S08000030","T202H","Emergency Department",432,423,9,97.9,0,0,0,0
"20160221","S92000003","S08000028","W107H","Emergency Department",110,107,3,97.3,0,0,0,0
"20160228","S92000003","S08000015","A210H","Emergency Department",816,722,94,88.5,14,1.7,0,0
"20160228","S92000003","S08000015","A111H","Emergency Department",1483,1327,156,89.5,31,2.1,1,0.1
"20160228","S92000003","S08000016","B120H","Emergency Department",545,516,29,94.7,0,0,0,0
"20160228","S92000003","S08000017","Y146H","Emergency Department",665,634,31,95.3,0,0,0,0
"20160228","S92000003","S08000017","Y144H","Emergency Department",227,217,10,95.6,1,0.4,0,0
"20160228","S92000003","S08000029","F704H","Emergency Department",1258,1180,78,93.8,6,0.5,0,0
"20160228","S92000003","S08000019","V217H","Emergency Department",1258,1216,42,96.7,0,0,0,0
"20160228","S92000003","S08000020","N101H","Emergency Department",1175,1096,79,93.3,2,0.2,0,0
"20160228","S92000003","S08000020","N411H","Emergency Department",463,440,23,95,2,0.4,0,0
"20160228","S92000003","S08000020","N121H","Emergency Department",330,326,4,98.8,0,0,0,0
"20160228","S92000003","S08000031","G107H","Emergency Department",1748,1597,151,91.4,2,0.1,0,0
"20160228","S92000003","S08000031","C313H","Emergency Department",655,624,31,95.3,0,0,0,0
"20160228","S92000003","S08000031","G405H","Emergency Department",1851,1656,195,89.5,24,1.3,4,0.2
"20160228","S92000003","S08000031","C418H","Emergency Department",1328,1218,110,91.7,4,0.3,0,0
"20160228","S92000003","S08000031","G513H","Emergency Department",1198,1191,7,99.4,0,0,0,0
"20160228","S92000003","S08000022","H212H","Emergency Department",182,178,4,97.8,0,0,0,0
"20160228","S92000003","S08000022","H103H","Emergency Department",136,131,5,96.3,0,0,0,0
"20160228","S92000003","S08000022","C121H","Emergency Department",141,141,0,100,0,0,0,0
"20160228","S92000003","S08000022","H202H","Emergency Department",693,563,130,81.2,7,1,1,0.1
"20160228","S92000003","S08000032","L302H","Emergency Department",1137,1041,96,91.6,16,1.4,7,0.6
"20160228","S92000003","S08000032","L106H","Emergency Department",1336,1290,46,96.6,1,0.1,0,0
"20160228","S92000003","S08000032","L308H","Emergency Department",1271,1166,105,91.7,5,0.4,0,0
"20160228","S92000003","S08000024","S319H","Emergency Department",997,972,25,97.5,0,0,0,0
"20160228","S92000003","S08000024","S314H","Emergency Department",2275,1982,293,87.1,63,2.8,13,0.6
"20160228","S92000003","S08000024","S308H","Emergency Department",1053,953,100,90.5,16,1.5,2,0.2
"20160228","S92000003","S08000025","R103H","Emergency Department",86,85,1,98.8,0,0,0,0
"20160228","S92000003","S08000026","Z102H","Emergency Department",157,149,8,94.9,0,0,0,0
"20160228","S92000003","S08000030","T101H","Emergency Department",859,851,8,99.1,0,0,0,0
"20160228","S92000003","S08000030","T202H","Emergency Department",442,437,5,98.9,1,0.2,0,0
"20160228","S92000003","S08000028","W107H","Emergency Department",100,99,1,99,0,0,0,0
"20160306","S92000003","S08000015","A210H","Emergency Department",885,807,78,91.2,12,1.4,0,0
"20160306","S92000003","S08000015","A111H","Emergency Department",1479,1454,25,98.3,0,0,0,0
"20160306","S92000003","S08000016","B120H","Emergency Department",558,506,52,90.7,0,0,0,0
"20160306","S92000003","S08000017","Y146H","Emergency Department",736,688,48,93.5,2,0.3,0,0
"20160306","S92000003","S08000017","Y144H","Emergency Department",226,220,6,97.3,0,0,0,0
"20160306","S92000003","S08000029","F704H","Emergency Department",1298,1199,99,92.4,7,0.5,2,0.2
"20160306","S92000003","S08000019","V217H","Emergency Department",1300,1163,137,89.5,2,0.2,0,0
"20160306","S92000003","S08000020","N101H","Emergency Department",1147,1081,66,94.2,0,0,0,0
"20160306","S92000003","S08000020","N411H","Emergency Department",442,416,26,94.1,2,0.5,1,0.2
"20160306","S92000003","S08000020","N121H","Emergency Department",367,361,6,98.4,0,0,0,0
"20160306","S92000003","S08000031","G107H","Emergency Department",1809,1474,335,81.5,9,0.5,1,0.1
"20160306","S92000003","S08000031","C313H","Emergency Department",642,620,22,96.6,1,0.2,0,0
"20160306","S92000003","S08000031","G405H","Emergency Department",1748,1366,382,78.1,25,1.4,0,0
"20160306","S92000003","S08000031","C418H","Emergency Department",1395,1219,176,87.4,8,0.6,0,0
"20160306","S92000003","S08000031","G513H","Emergency Department",1213,1204,9,99.3,0,0,0,0
"20160306","S92000003","S08000022","H212H","Emergency Department",148,147,1,99.3,0,0,0,0
"20160306","S92000003","S08000022","H103H","Emergency Department",131,117,14,89.3,3,2.3,0,0
"20160306","S92000003","S08000022","C121H","Emergency Department",125,122,3,97.6,0,0,0,0
"20160306","S92000003","S08000022","H202H","Emergency Department",601,562,39,93.5,3,0.5,0,0
"20160306","S92000003","S08000032","L302H","Emergency Department",1247,1120,127,89.8,19,1.5,6,0.5
"20160306","S92000003","S08000032","L106H","Emergency Department",1379,1312,67,95.1,1,0.1,1,0.1
"20160306","S92000003","S08000032","L308H","Emergency Department",1301,1174,127,90.2,8,0.6,0,0
"20160306","S92000003","S08000024","S319H","Emergency Department",1055,1026,29,97.3,0,0,0,0
"20160306","S92000003","S08000024","S314H","Emergency Department",2341,2136,205,91.2,33,1.4,6,0.3
"20160306","S92000003","S08000024","S308H","Emergency Department",1049,890,159,84.8,34,3.2,6,0.6
"20160306","S92000003","S08000025","R103H","Emergency Department",123,121,2,98.4,0,0,0,0
"20160306","S92000003","S08000026","Z102H","Emergency Department",121,115,6,95,0,0,0,0
"20160306","S92000003","S08000030","T101H","Emergency Department",964,941,23,97.6,0,0,0,0
"20160306","S92000003","S08000030","T202H","Emergency Department",482,477,5,99,0,0,0,0
"20160306","S92000003","S08000028","W107H","Emergency Department",127,127,0,100,0,0,0,0
"20160313","S92000003","S08000015","A210H","Emergency Department",929,793,136,85.4,17,1.8,1,0.1
"20160313","S92000003","S08000015","A111H","Emergency Department",1585,1418,167,89.5,29,1.8,11,0.7
"20160313","S92000003","S08000016","B120H","Emergency Department",578,537,41,92.9,1,0.2,0,0
"20160313","S92000003","S08000017","Y146H","Emergency Department",734,699,35,95.2,0,0,0,0
"20160313","S92000003","S08000017","Y144H","Emergency Department",255,245,10,96.1,0,0,0,0
"20160313","S92000003","S08000029","F704H","Emergency Department",1245,1173,72,94.2,2,0.2,0,0
"20160313","S92000003","S08000019","V217H","Emergency Department",1286,1219,67,94.8,1,0.1,0,0
"20160313","S92000003","S08000020","N101H","Emergency Department",1172,1033,139,88.1,7,0.6,0,0
"20160313","S92000003","S08000020","N411H","Emergency Department",463,455,8,98.3,0,0,0,0
"20160313","S92000003","S08000020","N121H","Emergency Department",352,348,4,98.9,0,0,0,0
"20160313","S92000003","S08000031","G107H","Emergency Department",1785,1601,184,89.7,7,0.4,0,0
"20160313","S92000003","S08000031","C313H","Emergency Department",649,603,46,92.9,3,0.5,0,0
"20160313","S92000003","S08000031","G405H","Emergency Department",1785,1560,225,87.4,23,1.3,0,0
"20160313","S92000003","S08000031","C418H","Emergency Department",1406,1231,175,87.6,8,0.6,0,0
"20160313","S92000003","S08000031","G513H","Emergency Department",1237,1220,17,98.6,0,0,0,0
"20160313","S92000003","S08000022","H212H","Emergency Department",178,175,3,98.3,0,0,0,0
"20160313","S92000003","S08000022","H103H","Emergency Department",129,126,3,97.7,0,0,0,0
"20160313","S92000003","S08000022","C121H","Emergency Department",143,143,0,100,0,0,0,0
"20160313","S92000003","S08000022","H202H","Emergency Department",683,609,74,89.2,6,0.9,0,0
"20160313","S92000003","S08000032","L302H","Emergency Department",1270,1114,156,87.7,24,1.9,4,0.3
"20160313","S92000003","S08000032","L106H","Emergency Department",1406,1316,90,93.6,1,0.1,0,0
"20160313","S92000003","S08000032","L308H","Emergency Department",1287,1178,109,91.5,9,0.7,0,0
"20160313","S92000003","S08000024","S319H","Emergency Department",1029,1018,11,98.9,0,0,0,0
"20160313","S92000003","S08000024","S314H","Emergency Department",2246,2072,174,92.3,38,1.7,8,0.4
"20160313","S92000003","S08000024","S308H","Emergency Department",1111,1029,82,92.6,2,0.2,0,0
"20160313","S92000003","S08000025","R103H","Emergency Department",102,102,0,100,0,0,0,0
"20160313","S92000003","S08000026","Z102H","Emergency Department",135,129,6,95.6,0,0,0,0
"20160313","S92000003","S08000030","T101H","Emergency Department",938,934,4,99.6,0,0,0,0
"20160313","S92000003","S08000030","T202H","Emergency Department",476,470,6,98.7,0,0,0,0
"20160313","S92000003","S08000028","W107H","Emergency Department",128,127,1,99.2,0,0,0,0
"20160320","S92000003","S08000015","A210H","Emergency Department",951,885,66,93.1,14,1.5,4,0.4
"20160320","S92000003","S08000015","A111H","Emergency Department",1607,1483,124,92.3,26,1.6,10,0.6
"20160320","S92000003","S08000016","B120H","Emergency Department",579,565,14,97.6,0,0,0,0
"20160320","S92000003","S08000017","Y146H","Emergency Department",732,683,49,93.3,0,0,0,0
"20160320","S92000003","S08000017","Y144H","Emergency Department",256,247,9,96.5,2,0.8,0,0
"20160320","S92000003","S08000029","F704H","Emergency Department",1297,1193,104,92,11,0.8,0,0
"20160320","S92000003","S08000019","V217H","Emergency Department",1344,1155,189,85.9,11,0.8,3,0.2
"20160320","S92000003","S08000020","N101H","Emergency Department",1109,1038,71,93.6,5,0.5,0,0
"20160320","S92000003","S08000020","N411H","Emergency Department",508,486,22,95.7,2,0.4,0,0
"20160320","S92000003","S08000020","N121H","Emergency Department",359,355,4,98.9,0,0,0,0
"20160320","S92000003","S08000031","G107H","Emergency Department",1910,1575,335,82.5,3,0.2,0,0
"20160320","S92000003","S08000031","C313H","Emergency Department",635,615,20,96.9,0,0,0,0
"20160320","S92000003","S08000031","G405H","Emergency Department",1828,1644,184,89.9,4,0.2,0,0
"20160320","S92000003","S08000031","C418H","Emergency Department",1412,1310,102,92.8,2,0.1,0,0
"20160320","S92000003","S08000031","G513H","Emergency Department",1251,1247,4,99.7,0,0,0,0
"20160320","S92000003","S08000022","H212H","Emergency Department",187,182,5,97.3,0,0,0,0
"20160320","S92000003","S08000022","H103H","Emergency Department",116,110,6,94.8,0,0,0,0
"20160320","S92000003","S08000022","C121H","Emergency Department",145,145,0,100,0,0,0,0
"20160320","S92000003","S08000022","H202H","Emergency Department",637,615,22,96.5,2,0.3,1,0.2
"20160320","S92000003","S08000032","L302H","Emergency Department",1201,1035,166,86.2,41,3.4,14,1.2
"20160320","S92000003","S08000032","L106H","Emergency Department",1358,1288,70,94.8,1,0.1,0,0
"20160320","S92000003","S08000032","L308H","Emergency Department",1284,1161,123,90.4,18,1.4,4,0.3
"20160320","S92000003","S08000024","S319H","Emergency Department",1120,1086,34,97,2,0.2,0,0
"20160320","S92000003","S08000024","S314H","Emergency Department",2410,2290,120,95,9,0.4,0,0
"20160320","S92000003","S08000024","S308H","Emergency Department",1106,1035,71,93.6,0,0,0,0
"20160320","S92000003","S08000025","R103H","Emergency Department",104,104,0,100,0,0,0,0
"20160320","S92000003","S08000026","Z102H","Emergency Department",139,139,0,100,0,0,0,0
"20160320","S92000003","S08000030","T101H","Emergency Department",1006,996,10,99,0,0,0,0
"20160320","S92000003","S08000030","T202H","Emergency Department",527,516,11,97.9,0,0,0,0
"20160320","S92000003","S08000028","W107H","Emergency Department",130,127,3,97.7,0,0,0,0
"20160327","S92000003","S08000015","A210H","Emergency Department",896,772,124,86.2,16,1.8,0,0
"20160327","S92000003","S08000015","A111H","Emergency Department",1628,1543,85,94.8,2,0.1,0,0
"20160327","S92000003","S08000016","B120H","Emergency Department",631,605,26,95.9,0,0,0,0
"20160327","S92000003","S08000017","Y146H","Emergency Department",711,662,49,93.1,1,0.1,0,0
"20160327","S92000003","S08000017","Y144H","Emergency Department",272,259,13,95.2,2,0.7,0,0
"20160327","S92000003","S08000029","F704H","Emergency Department",1295,1226,69,94.7,2,0.2,0,0
"20160327","S92000003","S08000019","V217H","Emergency Department",1313,1192,121,90.8,8,0.6,4,0.3
"20160327","S92000003","S08000020","N101H","Emergency Department",1085,1018,67,93.8,0,0,0,0
"20160327","S92000003","S08000020","N411H","Emergency Department",526,493,33,93.7,0,0,0,0
"20160327","S92000003","S08000020","N121H","Emergency Department",342,337,5,98.5,0,0,0,0
"20160327","S92000003","S08000031","G107H","Emergency Department",1899,1507,392,79.4,11,0.6,0,0
"20160327","S92000003","S08000031","C313H","Emergency Department",646,622,24,96.3,1,0.2,0,0
"20160327","S92000003","S08000031","G405H","Emergency Department",1805,1517,288,84,20,1.1,0,0
"20160327","S92000003","S08000031","C418H","Emergency Department",1370,1171,199,85.5,8,0.6,0,0
"20160327","S92000003","S08000031","G513H","Emergency Department",1249,1246,3,99.8,0,0,0,0
"20160327","S92000003","S08000022","H212H","Emergency Department",150,148,2,98.7,0,0,0,0
"20160327","S92000003","S08000022","H103H","Emergency Department",139,136,3,97.8,1,0.7,0,0
"20160327","S92000003","S08000022","C121H","Emergency Department",164,161,3,98.2,0,0,0,0
"20160327","S92000003","S08000022","H202H","Emergency Department",652,611,41,93.7,1,0.2,0,0
"20160327","S92000003","S08000032","L302H","Emergency Department",1187,1063,124,89.6,35,2.9,10,0.8
"20160327","S92000003","S08000032","L106H","Emergency Department",1354,1307,47,96.5,1,0.1,0,0
"20160327","S92000003","S08000032","L308H","Emergency Department",1288,1204,84,93.5,2,0.2,0,0
"20160327","S92000003","S08000024","S319H","Emergency Department",1117,1091,26,97.7,0,0,0,0
"20160327","S92000003","S08000024","S314H","Emergency Department",2353,2140,213,90.9,56,2.4,7,0.3
"20160327","S92000003","S08000024","S308H","Emergency Department",1084,1036,48,95.6,1,0.1,0,0
"20160327","S92000003","S08000025","R103H","Emergency Department",115,112,3,97.4,0,0,0,0
"20160327","S92000003","S08000026","Z102H","Emergency Department",134,132,2,98.5,0,0,0,0
"20160327","S92000003","S08000030","T101H","Emergency Department",872,865,7,99.2,0,0,0,0
"20160327","S92000003","S08000030","T202H","Emergency Department",514,508,6,98.8,0,0,0,0
"20160327","S92000003","S08000028","W107H","Emergency Department",130,130,0,100,0,0,0,0
"20160403","S92000003","S08000015","A210H","Emergency Department",944,770,174,81.6,19,2,3,0.3
"20160403","S92000003","S08000015","A111H","Emergency Department",1612,1443,169,89.5,27,1.7,8,0.5
"20160403","S92000003","S08000016","B120H","Emergency Department",614,598,16,97.4,1,0.2,0,0
"20160403","S92000003","S08000017","Y146H","Emergency Department",691,652,39,94.4,1,0.1,0,0
"20160403","S92000003","S08000017","Y144H","Emergency Department",258,252,6,97.7,1,0.4,0,0
"20160403","S92000003","S08000029","F704H","Emergency Department",1169,1102,67,94.3,2,0.2,0,0
"20160403","S92000003","S08000019","V217H","Emergency Department",1387,1265,122,91.2,3,0.2,0,0
"20160403","S92000003","S08000020","N101H","Emergency Department",1167,1111,56,95.2,1,0.1,0,0
"20160403","S92000003","S08000020","N411H","Emergency Department",441,432,9,98,0,0,0,0
"20160403","S92000003","S08000020","N121H","Emergency Department",355,355,0,100,0,0,0,0
"20160403","S92000003","S08000031","G107H","Emergency Department",1802,1483,319,82.3,16,0.9,0,0
"20160403","S92000003","S08000031","C313H","Emergency Department",695,653,42,94,0,0,0,0
"20160403","S92000003","S08000031","G405H","Emergency Department",1905,1683,222,88.3,3,0.2,0,0
"20160403","S92000003","S08000031","C418H","Emergency Department",1326,1190,136,89.7,9,0.7,0,0
"20160403","S92000003","S08000031","G513H","Emergency Department",1242,1237,5,99.6,0,0,0,0
"20160403","S92000003","S08000022","H212H","Emergency Department",157,149,8,94.9,0,0,0,0
"20160403","S92000003","S08000022","H103H","Emergency Department",137,120,17,87.6,1,0.7,0,0
"20160403","S92000003","S08000022","C121H","Emergency Department",163,161,2,98.8,0,0,0,0
"20160403","S92000003","S08000022","H202H","Emergency Department",662,602,60,90.9,0,0,0,0
"20160403","S92000003","S08000032","L302H","Emergency Department",1293,1193,100,92.3,20,1.5,1,0.1
"20160403","S92000003","S08000032","L106H","Emergency Department",1307,1261,46,96.5,1,0.1,0,0
"20160403","S92000003","S08000032","L308H","Emergency Department",1290,1104,186,85.6,14,1.1,2,0.2
"20160403","S92000003","S08000024","S319H","Emergency Department",859,848,11,98.7,0,0,0,0
"20160403","S92000003","S08000024","S314H","Emergency Department",2266,2159,107,95.3,24,1.1,3,0.1
"20160403","S92000003","S08000024","S308H","Emergency Department",1080,1033,47,95.6,4,0.4,1,0.1
"20160403","S92000003","S08000025","R103H","Emergency Department",108,107,1,99.1,0,0,0,0
"20160403","S92000003","S08000026","Z102H","Emergency Department",150,135,15,90,1,0.7,0,0
"20160403","S92000003","S08000030","T101H","Emergency Department",1023,1015,8,99.2,1,0.1,0,0
"20160403","S92000003","S08000030","T202H","Emergency Department",479,476,3,99.4,0,0,0,0
"20160403","S92000003","S08000028","W107H","Emergency Department",130,130,0,100,0,0,0,0
"20160410","S92000003","S08000015","A210H","Emergency Department",808,755,53,93.4,10,1.2,6,0.7
"20160410","S92000003","S08000015","A111H","Emergency Department",1555,1423,132,91.5,38,2.4,14,0.9
"20160410","S92000003","S08000016","B120H","Emergency Department",561,529,32,94.3,0,0,0,0
"20160410","S92000003","S08000017","Y146H","Emergency Department",677,654,23,96.6,1,0.1,0,0
"20160410","S92000003","S08000017","Y144H","Emergency Department",241,231,10,95.9,0,0,0,0
"20160410","S92000003","S08000029","F704H","Emergency Department",1153,1102,51,95.6,6,0.5,0,0
"20160410","S92000003","S08000019","V217H","Emergency Department",1228,1108,120,90.2,29,2.4,1,0.1
"20160410","S92000003","S08000020","N101H","Emergency Department",1033,988,45,95.6,2,0.2,0,0
"20160410","S92000003","S08000020","N411H","Emergency Department",453,426,27,94,0,0,0,0
"20160410","S92000003","S08000020","N121H","Emergency Department",241,239,2,99.2,0,0,0,0
"20160410","S92000003","S08000031","G107H","Emergency Department",1739,1580,159,90.9,5,0.3,0,0
"20160410","S92000003","S08000031","C313H","Emergency Department",573,553,20,96.5,0,0,0,0
"20160410","S92000003","S08000031","G405H","Emergency Department",1790,1589,201,88.8,7,0.4,0,0
"20160410","S92000003","S08000031","C418H","Emergency Department",1284,1202,82,93.6,2,0.2,0,0
"20160410","S92000003","S08000031","G513H","Emergency Department",1064,1060,4,99.6,0,0,0,0
"20160410","S92000003","S08000022","H212H","Emergency Department",165,164,1,99.4,0,0,0,0
"20160410","S92000003","S08000022","H103H","Emergency Department",103,100,3,97.1,0,0,0,0
"20160410","S92000003","S08000022","C121H","Emergency Department",129,127,2,98.4,0,0,0,0
"20160410","S92000003","S08000022","H202H","Emergency Department",624,577,47,92.5,0,0,0,0
"20160410","S92000003","S08000032","L302H","Emergency Department",1211,1162,49,96,1,0.1,0,0
"20160410","S92000003","S08000032","L106H","Emergency Department",1303,1262,41,96.9,0,0,0,0
"20160410","S92000003","S08000032","L308H","Emergency Department",1198,1120,78,93.5,10,0.8,0,0
"20160410","S92000003","S08000024","S319H","Emergency Department",883,863,20,97.7,0,0,0,0
"20160410","S92000003","S08000024","S314H","Emergency Department",2147,2011,136,93.7,11,0.5,0,0
"20160410","S92000003","S08000024","S308H","Emergency Department",1008,954,54,94.6,7,0.7,1,0.1
"20160410","S92000003","S08000025","R103H","Emergency Department",104,102,2,98.1,0,0,0,0
"20160410","S92000003","S08000026","Z102H","Emergency Department",143,131,12,91.6,0,0,0,0
"20160410","S92000003","S08000030","T101H","Emergency Department",886,875,11,98.8,0,0,0,0
"20160410","S92000003","S08000030","T202H","Emergency Department",487,484,3,99.4,0,0,0,0
"20160410","S92000003","S08000028","W107H","Emergency Department",127,127,0,100,0,0,0,0
"20160417","S92000003","S08000015","A210H","Emergency Department",869,806,63,92.8,14,1.6,6,0.7
"20160417","S92000003","S08000015","A111H","Emergency Department",1400,1349,51,96.4,1,0.1,0,0
"20160417","S92000003","S08000016","B120H","Emergency Department",516,468,48,90.7,1,0.2,0,0
"20160417","S92000003","S08000017","Y146H","Emergency Department",732,672,60,91.8,0,0,0,0
"20160417","S92000003","S08000017","Y144H","Emergency Department",195,185,10,94.9,0,0,0,0
"20160417","S92000003","S08000029","F704H","Emergency Department",1177,1120,57,95.2,1,0.1,0,0
"20160417","S92000003","S08000019","V217H","Emergency Department",1117,1074,43,96.2,1,0.1,0,0
"20160417","S92000003","S08000020","N101H","Emergency Department",1095,987,108,90.1,5,0.5,0,0
